variant,variant_description,dataset,dataset_label,pages,rows,row_metric,col_metric,pearson_r
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,cer,0.9979019861572047
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,wer,0.9211282834658691
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,cer,0.7672774139136926
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,levenshtein,0.7618973786313461
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,pll_score,0.9211282834658691
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,cer,0.918735705958603
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,levenshtein,0.9173425230625007
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,pll_score,0.7672774139136926
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,wer,0.918735705958603
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,levenshtein,0.9991560035724298
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,pll_score,0.7618973786313461
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,wer,0.9173425230625007
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,cer,0.9991560035724298
base_valid_all_pages,Base-valid rows before removing diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,wer,0.7169072660006279
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,cer,0.4529141482158572
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,levenshtein,0.44609896589884823
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,pll_score,0.7169072660006279
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,cer,0.8945628393964934
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,levenshtein,0.8975505361914954
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,pll_score,0.4529141482158572
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,wer,0.8945628393964934
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,levenshtein,0.9986354684089069
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,pll_score,0.44609896589884823
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,wer,0.8975505361914954
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,cer,0.9986354684089069
base_valid_all_pages,Base-valid rows before removing diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,wer,0.4475546859223599
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,cer,0.6500503267669424
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,levenshtein,0.7435784141642835
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,pll_score,0.4475546859223599
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,cer,0.7646899662322987
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,levenshtein,0.662357603333227
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,pll_score,0.6500503267669424
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,wer,0.7646899662322987
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,levenshtein,0.9087204770002183
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,levenshtein,pll_score,0.7435784141642835
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,levenshtein,wer,0.662357603333227
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,levenshtein,cer,0.9087204770002183
base_valid_all_pages,Base-valid rows before removing diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,wer,0.8762647512473437
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,cer,0.9147492621874814
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,levenshtein,0.9130797770763756
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,pll_score,0.8762647512473437
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,cer,0.8840299367704479
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,levenshtein,0.8789234572111333
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,pll_score,0.9147492621874814
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,wer,0.8840299367704479
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,levenshtein,0.9983879652461665
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,pll_score,0.9130797770763756
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,wer,0.8789234572111333
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,cer,0.9983879652461665
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,wer,0.6471075499453295
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,cer,0.8895993586722607
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,levenshtein,0.89069120416425
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,pll_score,0.6471075499453295
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,cer,0.6592359335319012
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,levenshtein,0.6764523432616126
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,pll_score,0.8895993586722607
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,wer,0.6592359335319012
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,levenshtein,0.9525300040482891
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,pll_score,0.89069120416425
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,wer,0.6764523432616126
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,cer,0.9525300040482891
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,wer,0.9795480791641239
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,cer,0.9039886785051743
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,levenshtein,0.9136818483366848
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,pll_score,0.9795480791641239
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,cer,0.9535368713951383
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,levenshtein,0.9548860061450747
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,pll_score,0.9039886785051743
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,wer,0.9535368713951383
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,levenshtein,0.9976775454045145
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,pll_score,0.9136818483366848
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,wer,0.9548860061450747
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,cer,0.9976775454045145
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,wer,0.9094292077004185
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,cer,0.735766774224775
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,levenshtein,0.7340880218716392
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,pll_score,0.9094292077004185
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,cer,0.9027970615010067
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,levenshtein,0.8986238734789721
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,pll_score,0.735766774224775
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,wer,0.9027970615010067
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,levenshtein,0.9979019861572047
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,pll_score,0.7340880218716392
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,wer,0.8986238734789721
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,cer,0.9979019861572047
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,wer,0.9211282834658691
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,cer,0.7672774139136926
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,levenshtein,0.7618973786313461
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,pll_score,0.9211282834658691
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,cer,0.918735705958603
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,levenshtein,0.9173425230625007
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,pll_score,0.7672774139136926
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,wer,0.918735705958603
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,levenshtein,0.9991560035724298
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,pll_score,0.7618973786313461
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,wer,0.9173425230625007
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,cer,0.9991560035724298
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,wer,0.7169072660006279
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,cer,0.4529141482158572
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,levenshtein,0.44609896589884823
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,pll_score,0.7169072660006279
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,cer,0.8945628393964934
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,levenshtein,0.8975505361914954
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,pll_score,0.4529141482158572
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,wer,0.8945628393964934
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,levenshtein,0.9986354684089069
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,pll_score,0.44609896589884823
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,wer,0.8975505361914954
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,cer,0.9986354684089069
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,wer,0.4475546859223599
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,cer,0.6500503267669424
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,pll_score,levenshtein,0.7435784141642835
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,pll_score,0.4475546859223599
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,cer,0.7646899662322987
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,wer,levenshtein,0.662357603333227
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,pll_score,0.6500503267669424
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,wer,0.7646899662322987
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,2,12,cer,cer,1.0
