model,line_number,gt_text,ocr_text,wer,cer,levenshtein_distance,pll_score
italian_7,11,ישמח ה'ב'ה' במעשיהן של צדיקים לעתיד לבוא ˙ ישראל לא שמחו,ישמח הב'ה' כמעשיהן של יצריקים לעתיר לבוא ˙ ישראל לא שמ,0.36363636363636365,0.11320754716981132,7.0,158.80012106895447
italian_7,12,בעולמי ואתם מבקשים לשמוח ˙ שמח ישראל בעושיו אין כתיב,בעולאי ואתם מבקשים לשמוח ˙ שמח ישראל בעושיו אין כתיב,0.1,0.019230769230769232,1.0,78.68994963914156
italian_7,13,אלא ישמח ישראל בעושיו ˙ שעתידין ישראל לשמוח במעשיו [/],אלא ישמח ישרא ל' כעושיו ˙ שעתיריו ישר אל לשואו ˙ במעשין [,1.0,0.2,10.0,198.47757387161255
italian_7,14,לעתיד לבוא לכך כתי' אמרתי להוללים אל תהלו ˙ ר' יוחנן ור' יודן,ליויר לבוא לכך בתי' אמרתי להולעים אל תהלו ˙ ר' יוחנן ור' יוק,0.3076923076923077,0.1206896551724138,7.0,151.6034849062562
italian_7,15,דמן גליא פתח אם על פיך יגביה נשר וכי ירים קנו ˙ אמ' ה'ב'ה',דען גליא פתח אום על פיר יגביה נשר וכי ירים קנן ˙ אמ' הכ' ה',0.42857142857142855,0.1111111111111111,6.0,168.02975690364838
italian_7,16,לאהרן על מימר פומך הייתי משרה שכינתי על גבי הארון או,לאהין על מימר פומך הייתי משרה שכינתי על גבי הארוץ או,0.18181818181818182,0.038461538461538464,2.0,91.31471785530448
italian_7,17,על הארון או על מימר פומך הייתי מסלק שכינתי מעל גבי [//],של' הארון או על מירר פומך הייתי מסלק שכינתי אעל גבי [/],0.2727272727272727,0.06,3.0,134.11729907989502
italian_7,18,הארון מקדש ראשון סלע ישכון ויתלונן לינה אחת ˙ מקדש שני,האדון מקרש ראשון סלע ישכון ויתלונן לינה אחת ˙ מקדש שני,0.18181818181818182,0.037037037037037035,2.0,98.02528065443039
italian_7,19,על שן סלע ומצודה לינות הרבה ˙ ותנן תמן משניטול הארון /,על שו סלע ומצורה לינות הרבה ˙ ותנן תמן משניטוול הארון [:,0.2727272727272727,0.057692307692307696,3.0,160.29983586072922
italian_7,20,אבל היתה מונחת שם מימות הנביאים הראשונים ˙ ואבן השתיה,אבל היתם מונחת שם מימות הנכיאיס הﭏאושונים ˙ וא' בן השתיה,0.5,0.1320754716981132,7.0,149.92726945877075
italian_7,21,נקראת ˙ ולמה נקרא אבן שתייה א'ר' יוסי בן חלפתא שממנה,נקראת ˙ ולמה נקרא אבן שתייה אר' יוסי בן חלפתא שממנה,0.0,0.0,1.0,72.28324867784977
italian_7,22,הושתת העולם ˙ וכיצד היתה תפלתו שלכהן גדול ביום הכיפורים,הושותת העולם ˙י וכיצד היתה תפלתו שלבהן גדול ביום הכיפורים,0.3,0.05454545454545454,3.0,138.8712375164032
italian_7,23,יהי רצון מלפניך י'י אלהינו ואלהי אבותינו שתהא השנה הזאת,יהי ריצון מלפניר ייי אלהינו ואלהי אבותינן שתהא השנה הזאת,0.4,0.07407407407407407,4.0,101.8192902058363
italian_7,24,גשומה ושחונה וטלולה שנת זול שנת שובע שנת רצון ˙ שנת,גשומה ושחונה ונולו לה שנת זול שנת שובע שנת רצון ˙ שנ,0.2727272727272727,0.0784313725490196,4.0,89.6040552817285
italian_7,25,ברכה ˙ שנת משא ומתן ˙ שנה שלא יצטרכו עמך ישראל זה לזה,ברכה ˙שנת משא ומתן ˙ שנה שלא ייצטרכו עמר ישראל זה לזהה,0.38461538461538464,0.07547169811320754,4.0,128.32195976004004
italian_7,26,לא לעם אחר ˙ שנה שלא יגביהו שררה אלו על אלו ˙ ורבנן דקיסרין [//],לא לעם אחרי שנה שלא י גביהו שררה אלו על אלו ˙ ורבנן רקיסהן [/],0.35714285714285715,0.1016949152542373,6.0,172.40820161253214
italian_7,27,אמרו על אחינו שבקיסרין שלא יגביהו שררה אילו על אילו ˙ ורבנן [/],אמרו על אחינו שבקי סרץ שלא יגביהו שררה אילו על אילו ˙ ולבנן ˙:,0.3333333333333333,0.1016949152542373,6.0,125.63870150223374
italian_7,28,שבדרום אמרו על אחינו שבשרון שלא יעשו בתיהם קבריהם ˙ ומשם,שבדרוס אמרו על אחינו שבשרון שלא יעשון בתיהם קבראהם : ומאם,0.45454545454545453,0.08928571428571429,6.0,126.80995482206345
italian_7_retrained_bnf150_6p,1,לו' הב'ה' אל תשלח ידך אל הנער כבר היה שחוט כיון שבא אצל,ו הכה אל ת ביוא דרך ˙א לה נער כבר הה שהו כייבן ני פא טמל,1.0769230769230769,0.46153846153846156,25.0,181.00115656852722
italian_7_retrained_bnf150_6p,2,אמו אמרה לו מה עשה לך אביך אמ' לה נטלני אבא והעלני הרים,א מו ממרה לו מה ע ניוה ˙ ל' אביר א מ מה בט נני' מבא והעוני ה ריכ,1.3076923076923077,0.35185185185185186,19.0,190.63265192508698
italian_7_retrained_bnf150_6p,3,והורידני גבעות והעלני לראש ההר ובנה מזבח וסדר את המערכה,והורירצי גכעו תי וה עלני לחמניו ההר ו 'ב' נ' ה מ ה בח וסרר את המערכה,1.4,0.32727272727272727,18.0,211.59042930603027
italian_7_retrained_bnf150_6p,4,והעריך את העצים ועקדני על גבי המזבח ונטל הסכין לשחטני,ו 'ה' עריך ˙ מת ה עצים ו עק רכי עו ג פי ה מזכ ח ונ ני ל הם כין לנייחנו ני,2.3,0.5283018867924528,28.0,232.03676867485046
italian_7_retrained_bnf150_6p,5,אילולי שאמ' לו ה'ב'ה' אל תשלח ידך אל הנער הייתי שחוט אמרה,א טולו נטאמ לו הר' הי שועל ת נים לא יררי אולה לגדהת ניךחונ ויט מרה,1.25,0.6792452830188679,36.0,216.62945175170898
italian_7_retrained_bnf150_6p,6,לו ווי לך בריה דעלובתא דאילולי שאמ' לו ה'ב'ה' אל תשלח ידך,נו ˙ זום לר כר יח רעטו בת א ראי ﭏיﭏו ני ואמ א הב בול תניי לח ירך,1.5833333333333333,0.6037735849056604,33.0,199.03889656066895
italian_7_retrained_bnf150_6p,7,כבר היית שחוט לא הספיקה לגמור את הדבר עד שיצתה,ב כר ˙ה יית ˙ נטיחו כו לא הם פיקיה פנמשות את הר בח ער נים ימ ונהל,1.6,0.717391304347826,33.0,239.5630602836609
italian_7_retrained_bnf150_6p,8,נשמתה ה'ה'ד' ויבא אברהם לספור לשרה ולבכותה ˙ מהיכן בא [/],נעיומ נה ה'ה' ר' ויכא מברהם לם עור לניורה ולככות ה˙ מה יכן כט,1.4,0.42,20.0,214.52048516273499
italian_7_retrained_bnf150_6p,9,מהר המוריה כביכול ה'ב'ה' לא שמח בעולמו ובני אדם מבקשין [//],מ הר ה מו ריה כב רנו ﭏ הבה למ' ניומ חו כ עו למו זכני טרם מכקעיין,1.7,0.47058823529411764,26.0,220.1177201271057
italian_7_retrained_bnf150_6p,10,לשמוח שמח י'י במעשיו אין כתי' אלא ישמח י'י במעשיו ˙ אימתי,נ פאמוח ˙ ניסמח יי' ˙ כ מענ יויו או יו פתי' א ל א' יניומח לר' במעניו יו י אומתי,1.6666666666666667,0.6296296296296297,35.0,272.56883478164673
italian_7_retrained_bnf150_6p,11,ישמח ה'ב'ה' במעשיהן של צדיקים לעתיד לבוא ˙ ישראל לא שמחו,אי ניומח הבה כמע שי יהן ניול מצבריקום נעועיר נכ' ו א ˙ יניטורא ל לא שמו,1.2727272727272727,0.5660377358490566,32.0,235.4121117591858
italian_7_retrained_bnf150_6p,12,בעולמי ואתם מבקשים לשמוח ˙ שמח ישראל בעושיו אין כתיב,בע ולמו ואתם מפקנטיים לני ומודח ˙ נירמח י ני ויאל יב עוניו יו אין כת ים,1.4,0.5384615384615384,28.0,220.81087923049927
italian_7_retrained_bnf150_6p,13,אלא ישמח ישראל בעושיו ˙ שעתידין ישראל לשמוח במעשיו [/],טלא י ניומח יעיורא ﭏ' בעונ יויג ˙ בי וע עיריו יעיור אל נע' עוו ˙ ב מעב ניויו ד,2.111111111111111,0.82,41.0,260.1715043708682
italian_7_retrained_bnf150_6p,14,לעתיד לבוא לכך כתי' אמרתי להוללים אל תהלו ˙ ר' יוחנן ור' יודן,נטעיר לכוא לכך בתי' ממרתי להוצעים א לתה וו ˙ ר' ˙ וחנן ור' יוו,0.8461538461538461,0.29310344827586204,17.0,213.9675805568695
italian_7_retrained_bnf150_6p,15,דמן גליא פתח אם על פיך יגביה נשר וכי ירים קנו ˙ אמ' ה'ב'ה',אמן גליא סת ח לן ם ש ל ק יגם יה ˙ נפייר ום יוירים הגן י גגג הכ' ה,1.2857142857142858,0.5555555555555556,30.0,193.97483468055725
italian_7_retrained_bnf150_6p,16,לאהרן על מימר פומך הייתי משרה שכינתי על גבי הארון או,לא' ה רן על ˙ מימר פ ומר הי יתי מני ורה ני ופיבוני עﭏ גכי הארוו או,1.3636363636363635,0.4230769230769231,22.0,228.8036069869995
italian_7_retrained_bnf150_6p,17,על הארון או על מימר פומך הייתי מסלק שכינתי מעל גבי [//],על ˙ה ארון א ו עלמ י מרי פומ היי תי מם לק' נים כינתי מ על ב כי,1.6363636363636365,0.38,19.0,192.16275072097778
italian_7_retrained_bnf150_6p,18,הארון מקדש ראשון סלע ישכון ויתלונן לינה אחת ˙ מקדש שני,ה ארון מקר נים ראנטון ם לענ' י שנכון וית לונן לינ' ה˙ א חת ˙ מ קרניו שם,1.6363636363636365,0.4444444444444444,24.0,223.3079787492752
italian_7_retrained_bnf150_6p,19,על שן סלע ומצודה לינות הרבה ˙ ותנן תמן משניטול הארון /,ע'ל' ביון ם שע' ומע וריה לינ ות הרבה ˙ ות נן יתמן מניונינ ווﭏ ˙ המרון ˙ז,1.3636363636363635,0.5,27.0,274.9431028366089
italian_7_retrained_bnf150_6p,20,אבל היתה מונחת שם מימות הנביאים הראשונים ˙ ואבן השתיה,מ בל ˙ה יתה מונ חת עים מימות הנ כרא ים ˙ האאניוו ני ם ˙ וא הן הניו כיה,1.8,0.49056603773584906,26.0,240.31675052642822
italian_7_retrained_bnf150_6p,21,נקראת ˙ ולמה נקרא אבן שתייה א'ר' יוסי בן חלפתא שממנה,נא ראת ˙ ו ﭏמה נקרא א כן ניאת יחה א'ור' ˙ יום ˙ בו חלפתאו ניו ממבי,1.4545454545454546,0.5,25.0,245.88984489440918
italian_7_retrained_bnf150_6p,22,הושתת העולם ˙ וכיצד היתה תפלתו שלכהן גדול ביום הכיפורים,תצניווכת ה עולם יזוב ימה היתה תפ לתו ני לכ'הן ˙ גר וליד וזם הם יפורפג,1.5,0.5272727272727272,30.0,251.63965129852295
italian_7_retrained_bnf150_6p,23,יהי רצון מלפניך י'י אלהינו ואלהי אבותינו שתהא השנה הזאת,ייהי רמ ון מ לם ניי יי' שלהי נו ואלה י אכותו נבן ליות ה השונה הוטתל,1.6,0.4444444444444444,25.0,198.0458641052246
italian_7_retrained_bnf150_6p,24,גשומה ושחונה וטלולה שנת זול שנת שובע שנת רצון ˙ שנת,ג נטו מה ונם חוצנה וצזלו זה נמצונ' ˙ הול ניובת' כיו ר' ע ני בת רא וגי ניונות,1.7272727272727273,0.7843137254901961,40.0,257.6878094673157
italian_7_retrained_bnf150_6p,25,ברכה ˙ שנת משא ומתן ˙ שנה שלא יצטרכו עמך ישראל זה לזה,ברבה ˙ עם ני מניוא ומתן ˙נם בה ניונא ימצטרםו ע מד א נסרא ﭏל זה ˙ לוהת,1.1538461538461537,0.5849056603773585,31.0,275.5545184612274
italian_7_retrained_bnf150_6p,26,לא לעם אחר ˙ שנה שלא יגביהו שררה אלו על אלו ˙ ורבנן דקיסרין [//],ווא ללענ'ם אח רי ניונ ה ﭏי וא יג פיהו ני ררה אלו על אל ˙ זר פנו דקרסהן הו,1.2142857142857142,0.5084745762711864,31.0,243.14105606079102
italian_7_retrained_bnf150_6p,27,אמרו על אחינו שבקיסרין שלא יגביהו שררה אילו על אילו ˙ ורבנן [/],יאמרו ננל אחינו ניוהק י סריו ניו לא וג פיהו ניוררם אילו על אי לו ˙ ול בנו ˙,1.25,0.4576271186440678,27.0,232.38795042037964
italian_7_retrained_bnf150_6p,28,שבדרום אמרו על אחינו שבשרון שלא יעשו בתיהם קבריהם ˙ ומשם,ניוב ררום אמרו על אח ינו שכעורון ניווא יע עוו כתיהס ה בתזרם ˙ ומינם ˙,1.1818181818181819,0.48214285714285715,27.0,240.65553426742554
prenumeranten,1,לו' הב'ה' אל תשלח ידך אל הנער כבר היה שחוט כיון שבא אצל,"ו 44א4 לשליק ה""בד שוהער הר היה שיקוט מען של זיעל",0.9230769230769231,0.5384615384615384,30.0,181.68300342559814
prenumeranten,2,אמו אמרה לו מה עשה לך אביך אמ' לה נטלני אבא והעלני הרים,רילון שימורה לו ליה ענשע לף צוביר י' לק שטולמי נבלאן יעלטר קדיםד,0.9230769230769231,0.5740740740740741,31.0,207.57032704353333
prenumeranten,3,והורידני גבעות והעלני לראש ההר ובנה מזבח וסדר את המערכה,"זאורידער גבעניש זה ""עלי להיוישי הקר ז במה ינובת זישלדר ""מב קברועבלה",1.2,0.6363636363636364,35.0,248.97831845283508
prenumeranten,4,והעריך את העצים ועקדני על גבי המזבח ונטל הסכין לשחטני,"העד יד שויש יה שינים זשענק דמ עולג בי המואב""ר זי נויל הטעביו [עוישעל",1.4,0.7547169811320755,41.0,215.7501995563507
prenumeranten,5,אילולי שאמ' לו ה'ב'ה' אל תשלח ידך אל הנער הייתי שחוט אמרה,"שו' לי נשו'ו' לי אלבא שולמשאילף ידד שי ת, זום ה היבר ש יח""טן אוינרה",1.25,0.6981132075471698,39.0,214.35206866264343
prenumeranten,6,לו ווי לך בריה דעלובתא דאילולי שאמ' לו ה'ב'ה' אל תשלח ידך,ל יו' ליך ברייה דעאלביעו דוילילי שאי) לי הלאל של ישטאלי ידד,1.0,0.4339622641509434,24.0,194.55351066589355
prenumeranten,7,כבר היית שחוט לא הספיקה לגמור את הדבר עד שיצתה,"כ""בר הלייב שלידז טו ל""ן הפ עניז""ק לגנייר אורב קלבר' עד שיישמזר",1.0,0.6086956521739131,31.0,217.96205520629883
prenumeranten,8,נשמתה ה'ה'ד' ויבא אברהם לספור לשרה ולבכותה ˙ מהיכן בא [/],שָיעף א41 זיםו זברהם קפנר למירה לבכוה' מיה ירו דאו ו,1.1,0.58,30.0,174.35989212989807
prenumeranten,9,מהר המוריה כביכול ה'ב'ה' לא שמח בעולמו ובני אדם מבקשין [//],"ייר הייהיה בביכז""ל קגא לוץ שימין ה"" זומנון [בנר אורים שהסהיו ""י",1.2,0.6470588235294118,35.0,203.62222743034363
prenumeranten,10,לשמוח שמח י'י במעשיו אין כתי' אלא ישמח י'י במעשיו ˙ אימתי,"לשוויח י""יייו י' במענעלייו ווין כאע הלעלמו ייי ב מעיי זינע",1.0,0.5925925925925926,31.0,188.65359772741795
prenumeranten,11,ישמח ה'ב'ה' במעשיהן של צדיקים לעתיד לבוא ˙ ישראל לא שמחו,"אייהן ילבל ב ענעיהן שליעביקיתם לענמבנד נ ""ש וראל לו שיק",1.0,0.5471698113207547,30.0,198.9294137954712
prenumeranten,12,בעולמי ואתם מבקשים לשמוח ˙ שמח ישראל בעושיו אין כתיב,"הגלמייז ושם מסקשטיים ל,ומות, עירמעת יעטעריו""ל עמשייו הייו דוננד",1.0,0.6346153846153846,35.0,197.63495218753815
prenumeranten,13,אלא ישמח ישראל בעושיו ˙ שעתידין ישראל לשמוח במעשיו [/],"הזלון הי ומיא ישור) ל בענונבייו' שוע פנדיו י""שור אל לשיוטון בויענעייו:",1.3333333333333333,0.66,34.0,221.12832641601562
prenumeranten,14,לעתיד לבוא לכך כתי' אמרתי להוללים אל תהלו ˙ ר' יוחנן ור' יודן,"שושד לשעדו לבן הש שמערבע עהיילי ז לי הל ל י יו ל יד""ה",1.0769230769230769,0.603448275862069,36.0,159.4291431903839
prenumeranten,15,דמן גליא פתח אם על פיך יגביה נשר וכי ירים קנו ˙ אמ' ה'ב'ה',"ייוו יליזו קו ח 4זש""ש הר ירביר עעצר זכיירי ש יהג1. 3מ' הל-",1.0,0.6481481481481481,37.0,209.39862203598022
prenumeranten,16,לאהרן על מימר פומך הייתי משרה שכינתי על גבי הארון או,ו עיה יו העול לנייעד הפומר יייע מישאודה עיבעסע על בי פבאוריו זו,1.0909090909090908,0.6923076923076923,36.0,197.66459226608276
prenumeranten,17,על הארון או על מימר פומך הייתי מסלק שכינתי מעל גבי [//],"של לאלורון אן ""עלנב היר הומד היימרי מיפ ליה שכיטע יענןו וב",1.0909090909090908,0.54,27.0,195.1460199356079
prenumeranten,18,הארון מקדש ראשון סלע ישכון ויתלונן לינה אחת ˙ מקדש שני,"הישנין מיהדר""י ליועיין פאל יציבי וי ל ליה יואקב מניז דש שב",1.0909090909090908,0.6851851851851852,37.0,177.42505764961243
prenumeranten,19,על שן סלע ומצודה לינות הרבה ˙ ותנן תמן משניטול הארון /,"עלשין סעלער למייטולה שליטות""ב הרבה' וי ויושין יעלניול יה וריו '",0.9090909090909091,0.5576923076923077,30.0,191.13895678520203
prenumeranten,20,אבל היתה מונחת שם מימות הנביאים הראשונים ˙ ואבן השתיה,"זב הייעהי הנלונממ, שים הניו ו הבנ בנאויסש ה' וציייסר ו' שו הלייענה",1.3,0.6981132075471698,37.0,214.78905296325684
prenumeranten,21,נקראת ˙ ולמה נקרא אבן שתייה א'ר' יוסי בן חלפתא שממנה,"ראוס ליעה ישרא זוב וייעריה, ול יוסי בן אזלת בצו שישונבק",0.9090909090909091,0.62,32.0,171.1464467048645
prenumeranten,22,הושתת העולם ˙ וכיצד היתה תפלתו שלכהן גדול ביום הכיפורים,"יירשעה ה יגילן יוביענך הייה הפלו""ן שלכהו בדו""ל ביום קביעלדי-",0.9,0.509090909090909,30.0,191.08391857147217
prenumeranten,23,יהי רצון מלפניך י'י אלהינו ואלהי אבותינו שתהא השנה הזאת,"יא' רינן ילהיעיר י ולרדט ואלה י שבויעין העיוה""ה' השטינב קזאורס",1.1,0.6111111111111112,34.0,205.34397745132446
prenumeranten,24,גשומה ושחונה וטלולה שנת זול שנת שובע שנת רצון ˙ שנת,"לייצק ו""שקיועקב : יולן לה שענמוב ש"" ל שילקם שאודהיב שינר כיע ה יאיקס",1.1818181818181819,0.8235294117647058,42.0,243.19876432418823
prenumeranten,25,ברכה ˙ שנת משא ומתן ˙ שנה שלא יצטרכו עמך ישראל זה לזה,"ברהה ""שימ, ענשא) וילמו שכק שולאן י""שטרכן עגלנר יעיראועל י""ה ילזיק",1.0,0.5660377358490566,32.0,234.15055418014526
prenumeranten,26,לא לעם אחר ˙ שנה שלא יגביהו שררה אלו על אלו ˙ ורבנן דקיסרין [//],"לן עם שתרי שוה שוא י גביהו שברהר אלו ""יל ""ל, זרבטו דהיההה """,0.9285714285714286,0.4067796610169492,24.0,209.20820665359497
prenumeranten,27,אמרו על אחינו שבקיסרין שלא יגביהו שררה אילו על אילו ˙ ורבנן [/],"אווייו ""ענר אלואיט שיב יהיריו שאו יגביהו שיר ה ויל "" ויליו ל דט",1.0,0.5423728813559322,33.0,186.81923007965088
prenumeranten,28,שבדרום אמרו על אחינו שבשרון שלא יעשו בתיהם קבריהם ˙ ומשם,[יה ה רום אונרו על ויין שעובעלירלון שונו י שי ענה ק הרהש ייי,1.1818181818181819,0.6428571428571429,36.0,189.97537422180176
sinai_no_voc_61,1,לו' הב'ה' אל תשלח ידך אל הנער כבר היה שחוט כיון שבא אצל,לו הכה אל תשלח ידך אל המער כבר היה שוחו טו כיןן טבא אינל,0.5384615384615384,0.17307692307692307,10.0,134.12456342577934
sinai_no_voc_61,2,אמו אמרה לו מה עשה לך אביך אמ' לה נטלני אבא והעלני הרים,אמן אמרה לו מה עשה (ך אביך אמ' לה נטלני אבאו והעלע הריסה,0.38461538461538464,0.12962962962962962,7.0,132.17956570535898
sinai_no_voc_61,3,והורידני גבעות והעלני לראש ההר ובנה מזבח וסדר את המערכה,והורידני גבעייב וה עלני לחאוש ההר ובנה מזבח ופרר את המערכה,0.5,0.14545454545454545,8.0,161.44171261787415
sinai_no_voc_61,4,והעריך את העצים ועקדני על גבי המזבח ונטל הסכין לשחטני,והעריר אל העצים ועקרכי על גבי המזבח ונטל המכין לשוחטני,0.5,0.11320754716981132,6.0,129.66426825523376
sinai_no_voc_61,5,אילולי שאמ' לו ה'ב'ה' אל תשלח ידך אל הנער הייתי שחוט אמרה,אילולי יאמ' לו הבה אלמשלח ידך אל הלער ה יירנ שוחוט אמרה,0.5833333333333334,0.1509433962264151,10.0,146.32839560508728
sinai_no_voc_61,6,לו ווי לך בריה דעלובתא דאילולי שאמ' לו ה'ב'ה' אל תשלח ידך,ל ויי לך בריה דעלובתא דמיל לי אאמ לו הבל אל תשלח יד,0.5833333333333334,0.1320754716981132,9.0,133.4563364982605
sinai_no_voc_61,7,כבר היית שחוט לא הספיקה לגמור את הדבר עד שיצתה,כבר הייוג שחוכו לא הספיקה לגטוור אול הרבר עד שייונה,0.6,0.2608695652173913,12.0,162.89045718312263
sinai_no_voc_61,8,נשמתה ה'ה'ד' ויבא אברהם לספור לשרה ולבכותה ˙ מהיכן בא [/],"עשומתה האד ויבאו אברהם לטפור לשורה ולבכותה"" מהיקן נא",0.8,0.2,12.0,146.84073138237
sinai_no_voc_61,9,מהר המוריה כביכול ה'ב'ה' לא שמח בעולמו ובני אדם מבקשין [//],מהר המוריה כביכול הבה לא שמח בעולמוו וכנו ארם מבקשין א,0.4,0.11764705882352941,8.0,136.96028673648834
sinai_no_voc_61,10,לשמוח שמח י'י במעשיו אין כתי' אלא ישמח י'י במעשיו ˙ אימתי,לשמוח יימיח יי כמעשיו אוין כתי אלא יטומח יי במיעשיין. מימט,0.5833333333333334,0.25925925925925924,16.0,170.44040030241013
sinai_no_voc_61,11,ישמח ה'ב'ה' במעשיהן של צדיקים לעתיד לבוא ˙ ישראל לא שמחו,ישמח הבה כמעשיקן שול ינדיקים לענעיר לבוא. יזטרא ל לא שמיי,0.6363636363636364,0.2830188679245283,17.0,196.36241507530212
sinai_no_voc_61,12,בעולמי ואתם מבקשים לשמוח ˙ שמח ישראל בעושיו אין כתיב,בעגלמי ואתם מובקשים לשמוחו. שומח ישוראל בעושויו אין קוניב,0.8,0.19230769230769232,10.0,182.67345571517944
sinai_no_voc_61,13,אלא ישמח ישראל בעושיו ˙ שעתידין ישראל לשמוח במעשיו [/],"אלא ייממח ישורא ל כטושיין שועפידיו ישוראל (שמוח במעשיו,",0.7777777777777778,0.28,14.0,176.7572820186615
sinai_no_voc_61,14,לעתיד לבוא לכך כתי' אמרתי להוללים אל תהלו ˙ ר' יוחנן ור' יודן,לומיד לכוא לכך משו אמרונ להוללים אליתהל ל יומנן וי יודקן,0.8461538461538461,0.27586206896551724,16.0,180.85939693450928
sinai_no_voc_61,15,דמן גליא פתח אם על פיך יגביה נשר וכי ירים קנו ˙ אמ' ה'ב'ה',דען גליאו פינח גום על פיר יוביה שיר וכי ירים קט. אות הבה,0.7142857142857143,0.2962962962962963,18.0,161.5864119529724
sinai_no_voc_61,16,לאהרן על מימר פומך הייתי משרה שכינתי על גבי הארון או,לאהקן עול מימר פומך היי מי משורה שיכינני על גבי הארין או,0.6363636363636364,0.15384615384615385,8.0,141.68397141993046
sinai_no_voc_61,17,על הארון או על מימר פומך הייתי מסלק שכינתי מעל גבי [//],על הארון או על מירר פומך היי וכי מסלק שכינוני מעל וביץ,0.45454545454545453,0.16,8.0,144.01389384269714
sinai_no_voc_61,18,הארון מקדש ראשון סלע ישכון ויתלונן לינה אחת ˙ מקדש שני,האדין מקרשי ראשון סלב ישכון ויתלוטן ליבה אחת מקרשש ייוני,0.7272727272727273,0.25925925925925924,14.0,150.6208152770996
sinai_no_voc_61,19,על שן סלע ומצודה לינות הרבה ˙ ותנן תמן משניטול הארון /,"על שיו סלע ומאורה ליטת הרבה. ותגן תוין משניטול האחן,",0.6363636363636364,0.25,13.0,172.5933575630188
sinai_no_voc_61,20,אבל היתה מונחת שם מימות הנביאים הראשונים ˙ ואבן השתיה,אב'ל היינה מונחתבשום מימוו הגבואיס האושונים. ואבן השוליה,0.8,0.2641509433962264,15.0,178.6628816127777
sinai_no_voc_61,21,נקראת ˙ ולמה נקרא אבן שתייה א'ר' יוסי בן חלפתא שממנה,קראת' ולמה נקרא אבן שתייה אר יוסי בן חלפנאו שוממנה-,0.36363636363636365,0.12,7.0,122.68521499633789
sinai_no_voc_61,22,הושתת העולם ˙ וכיצד היתה תפלתו שלכהן גדול ביום הכיפורים,הושותו העיל. וכיעד היותה וכפלוטו שלכהן גדול ביום הכיפיריםר,0.7,0.2545454545454545,14.0,161.57741087675095
sinai_no_voc_61,23,יהי רצון מלפניך י'י אלהינו ואלהי אבותינו שתהא השנה הזאת,יהי רין אלחטיר די אלהיט ואלה י אבותיט ליותהא השונה הזאמ,1.0,0.3148148148148148,18.0,163.70609188079834
sinai_no_voc_61,24,גשומה ושחונה וטלולה שנת זול שנת שובע שנת רצון ˙ שנת,שימה ושחונה ו גולו לה ששונוב זול שונות ששוביל שנתריטן נום,0.9090909090909091,0.45098039215686275,23.0,192.6454267501831
sinai_no_voc_61,25,ברכה ˙ שנת משא ומתן ˙ שנה שלא יצטרכו עמך ישראל זה לזה,ברכה שוע משא ומיקן שי נה שלא ימטרכן עניך ישיראל זה לזה-,0.6153846153846154,0.2641509433962264,14.0,148.37270894646645
